Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Age Group,Average Purchase Amount,Recency,Total Spending,Value Score
377,51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,PayPal,Express,Yes,Yes,2,Venmo,Bi-Weekly,44-52,17.0,2,153,83.30000000000001
378,63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Debit Card,Standard,Yes,Yes,39,Credit Card,Every 3 Months,61-70,0.8,39,1280,3.28
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,Cash,Next Day Air,Yes,Yes,23,Credit Card,Monthly,52-61,2.5833333333333335,23,1488,12.658333333333335
380,32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly,26-35,0.6170212765957447,46,1363,2.9
381,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Yes,PayPal,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly,35-44,3.45,19,1380,10.350000000000001
382,66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,Debit Card,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months,61-70,6.25,3,100,21.25
383,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,PayPal,Store Pickup,Yes,Yes,47,PayPal,Quarterly,26-35,1.5833333333333333,47,3648,5.066666666666666
384,50,Male,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,6,PayPal,Quarterly,44-52,11.0,6,539,31.9
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,6,Venmo,Annually,61-70,4.714285714285714,6,231,21.214285714285715
386,67,Male,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,2.7,Yes,Credit Card,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly,61-70,7.153846153846154,12,1209,19.315384615384616
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Cash,Express,Yes,Yes,40,PayPal,Quarterly,61-70,0.9512195121951219,40,1599,3.2341463414634144
388,45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,Cash,Store Pickup,Yes,Yes,38,PayPal,Fortnightly,44-52,2.3846153846153846,38,3627,10.969230769230768
389,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Credit Card,Store Pickup,Yes,Yes,10,PayPal,Quarterly,18-26,7.454545454545454,10,902,20.12727272727273
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Venmo,Standard,Yes,Yes,28,Bank Transfer,Monthly,26-35,1.4482758620689655,28,1218,6.082758620689655
391,25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,19,PayPal,Annually,18-26,3.55,19,1420,11.36
392,37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Cash,Standard,Yes,Yes,25,Cash,Fortnightly,35-44,3.3076923076923075,25,2236,15.876923076923076
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,PayPal,Next Day Air,Yes,Yes,38,Credit Card,Annually,18-26,2.1025641025641026,38,3198,6.938461538461539
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Credit Card,Standard,Yes,Yes,6,PayPal,Fortnightly,26-35,9.285714285714286,6,455,39.00000000000001
395,43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Yes,PayPal,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly,35-44,3.625,7,232,17.4
396,37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,2,PayPal,Annually,35-44,21.666666666666668,2,195,106.16666666666669
397,46,Male,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Yes,Bank Transfer,Standard,Yes,Yes,24,Bank Transfer,Annually,44-52,3.52,24,2200,13.728
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3.0,Yes,Venmo,Free Shipping,Yes,Yes,26,Cash,Annually,18-26,1.7037037037037037,26,1242,5.111111111111111
399,20,Male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,PayPal,Free Shipping,Yes,Yes,25,Debit Card,Every 3 Months,18-26,2.576923076923077,25,1742,11.853846153846154
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly,52-61,3.1818181818181817,10,385,11.136363636363637
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,Venmo,Free Shipping,Yes,Yes,14,PayPal,Fortnightly,35-44,4.4,14,990,21.12
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Quarterly,35-44,4.136363636363637,21,2002,19.854545454545455
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Yes,PayPal,Express,Yes,Yes,26,PayPal,Monthly,26-35,2.888888888888889,26,2106,8.666666666666666
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,18-26,3.4615384615384617,12,585,15.576923076923077
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Monthly,26-35,7.75,11,1116,37.199999999999996
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Debit Card,Standard,Yes,Yes,15,Cash,Annually,35-44,4.625,15,1184,17.575
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Debit Card,Express,Yes,Yes,13,Cash,Monthly,44-52,3.9285714285714284,13,770,18.07142857142857
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly,44-52,12.666666666666666,5,456,39.266666666666666
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Credit Card,Express,Yes,Yes,36,Cash,Fortnightly,26-35,1.7837837837837838,36,2442,6.064864864864865
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly,26-35,1.5454545454545454,32,1683,5.1
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,Debit Card,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly,26-35,13.0,1,52,62.4
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Cash,Express,Yes,Yes,15,PayPal,Annually,52-61,1.8125,15,464,5.074999999999999
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Venmo,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,18-26,18.5,3,296,57.35
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,48,Cash,Monthly,61-70,2.020408163265306,48,4851,9.293877551020406
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,30,Debit Card,Weekly,26-35,2.838709677419355,30,2728,7.380645161290323
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Venmo,Express,Yes,Yes,40,Bank Transfer,Monthly,61-70,0.7560975609756098,40,1271,1.9658536585365856
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,35-44,2.2,24,1375,8.36
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,PayPal,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,18-26,1.653061224489796,48,3969,7.438775510204082
419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Cash,Standard,Yes,Yes,27,Venmo,Bi-Weekly,18-26,2.607142857142857,27,2044,7.821428571428571
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,52-61,6.066666666666666,14,1365,21.233333333333334
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,26-35,2.8421052631578947,18,1026,10.799999999999999
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Cash,Standard,Yes,Yes,48,Cash,Bi-Weekly,35-44,0.8163265306122449,48,1960,2.857142857142857
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,32,Debit Card,Annually,44-52,1.7878787878787878,32,1947,5.542424242424243
424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,44-52,1.1818181818181819,21,572,3.545454545454546
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Credit Card,Standard,Yes,Yes,42,PayPal,Fortnightly,61-70,0.5348837209302325,42,989,2.3
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,35-44,17.4,4,435,57.419999999999995
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Cash,Express,Yes,Yes,19,Credit Card,Quarterly,35-44,3.55,19,1420,16.685
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Cash,Store Pickup,Yes,Yes,6,Credit Card,Quarterly,52-61,13.0,6,637,58.5
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Venmo,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,18-26,21.333333333333332,2,192,61.86666666666666
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,Venmo,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly,35-44,4.2727272727272725,21,2068,17.518181818181816
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,40,Debit Card,Annually,18-26,0.975609756097561,40,1640,3.4146341463414633
432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,33,Cash,Fortnightly,35-44,2.235294117647059,33,2584,7.6
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Debit Card,Free Shipping,Yes,Yes,26,Venmo,Weekly,44-52,3.185185185185185,26,2322,10.511111111111111
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly,44-52,3.8333333333333335,23,2208,12.266666666666667
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,44-52,1.3,39,2080,5.2
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly,44-52,0.6511627906976745,42,1204,2.344186046511628
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Cash,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly,35-44,1.0952380952380953,41,1932,5.038095238095238
438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,41,PayPal,Annually,44-52,1.1904761904761905,41,2100,3.0952380952380953
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Cash,Express,Yes,Yes,12,Credit Card,Fortnightly,44-52,1.7692307692307692,12,299,7.607692307692307
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,PayPal,Free Shipping,Yes,Yes,31,Cash,Monthly,61-70,1.5625,31,1600,5.3125
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly,18-26,2.5428571428571427,34,3115,8.899999999999999
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Bank Transfer,Standard,Yes,Yes,32,Credit Card,Annually,35-44,2.4545454545454546,32,2673,10.30909090909091
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,31,Credit Card,Quarterly,26-35,2.15625,31,2208,7.546875
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,PayPal,Free Shipping,Yes,Yes,24,PayPal,Annually,18-26,2.68,24,1675,9.648000000000001
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Debit Card,Store Pickup,Yes,Yes,31,Debit Card,Annually,44-52,0.625,31,640,2.6875
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Bank Transfer,Standard,Yes,Yes,18,Venmo,Annually,35-44,1.5263157894736843,18,551,7.4789473684210535
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,15,Venmo,Monthly,18-26,4.625,15,1184,18.9625
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Venmo,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,52-61,10.25,7,656,36.9
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Credit Card,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,26-35,0.6388888888888888,35,828,2.172222222222222
450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,PayPal,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,18-26,1.25,35,1620,3.625
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Venmo,Store Pickup,Yes,Yes,19,Credit Card,Monthly,18-26,1.05,19,420,2.8350000000000004
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Cash,Express,Yes,Yes,26,Credit Card,Fortnightly,61-70,1.1481481481481481,26,837,4.937037037037037
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.3,Yes,Debit Card,Express,Yes,Yes,39,PayPal,Fortnightly,44-52,1.125,39,1800,3.7125
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Cash,Next Day Air,Yes,Yes,22,Credit Card,Weekly,52-61,2.4347826086956523,22,1288,6.817391304347826
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,35-44,6.466666666666667,14,1455,20.693333333333335
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Credit Card,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly,52-61,1.9607843137254901,50,5100,7.0588235294117645
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,44-52,2.823529411764706,33,3264,11.294117647058824
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,18-26,2.020408163265306,48,4851,9.9
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,44-52,1.8571428571428572,48,4459,7.428571428571429
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Debit Card,Standard,Yes,Yes,27,PayPal,Fortnightly,61-70,1.0714285714285714,27,840,4.071428571428571
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Venmo,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,61-70,2.3214285714285716,27,1820,8.589285714285715
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Cash,Express,Yes,Yes,20,Venmo,Weekly,18-26,4.428571428571429,20,1953,17.271428571428572
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Debit Card,Express,Yes,Yes,48,Venmo,Every 3 Months,52-61,1.653061224489796,48,3969,5.455102040816326
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Venmo,Standard,Yes,Yes,29,Venmo,Weekly,35-44,2.7,29,2430,7.290000000000001
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,PayPal,Next Day Air,Yes,Yes,45,PayPal,Monthly,18-26,1.1304347826086956,45,2392,5.3130434782608695
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Cash,Next Day Air,Yes,Yes,25,Cash,Quarterly,52-61,3.3846153846153846,25,2288,9.476923076923077
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,25,PayPal,Weekly,35-44,0.9230769230769231,25,624,4.246153846153846
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,18-26,1.3421052631578947,37,1938,6.039473684210526
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,16,Cash,Quarterly,26-35,2.235294117647059,16,646,11.176470588235293
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,18-26,1.4838709677419355,30,1426,6.083870967741935
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Cash,Express,Yes,Yes,6,Cash,Every 3 Months,44-52,9.0,6,441,41.4
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,52-61,1.945945945945946,36,2664,9.535135135135137
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Cash,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,18-26,9.75,3,156,38.025
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Venmo,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,26-35,1.4,29,1260,5.46
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,61-70,4.75,15,1216,12.35
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Cash,Free Shipping,Yes,Yes,18,Debit Card,Annually,18-26,3.473684210526316,18,1254,9.378947368421054
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Venmo,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,18-26,30.0,2,270,105.0
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Credit Card,Free Shipping,Yes,Yes,49,Debit Card,Weekly,35-44,1.12,49,2800,4.144000000000001
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Debit Card,Free Shipping,Yes,Yes,48,Venmo,Annually,26-35,0.8775510204081632,48,2107,2.8081632653061224
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Bank Transfer,Store Pickup,Yes,Yes,43,Venmo,Monthly,35-44,1.9090909090909092,43,3696,6.3
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Credit Card,Standard,Yes,Yes,30,Debit Card,Bi-Weekly,61-70,2.838709677419355,30,2728,13.625806451612904
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,PayPal,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,44-52,8.0,10,968,25.6
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,PayPal,2-Day Shipping,Yes,Yes,11,Venmo,Annually,35-44,3.5,11,504,8.75
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Debit Card,Weekly,18-26,5.615384615384615,12,949,21.9
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,61-70,2.5172413793103448,28,2117,11.831034482758621
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,44-52,1.1891891891891893,36,1628,3.0918918918918923
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Debit Card,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,35-44,1.6578947368421053,37,2394,4.6421052631578945
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Credit Card,Store Pickup,Yes,Yes,22,Credit Card,Quarterly,35-44,2.9565217391304346,22,1564,13.008695652173913
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Venmo,Standard,Yes,Yes,32,Venmo,Weekly,52-61,0.8787878787878788,32,957,4.042424242424242
490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,40,PayPal,Annually,44-52,2.073170731707317,40,3485,6.634146341463415
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,47,Cash,Monthly,52-61,0.875,47,2016,3.6750000000000003
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly,44-52,2.76,24,1725,10.212
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,PayPal,Standard,Yes,Yes,11,Debit Card,Weekly,44-52,5.166666666666667,11,744,20.150000000000002
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Debit Card,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,26-35,2.4,19,960,11.28
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,PayPal,Express,Yes,Yes,42,Debit Card,Weekly,35-44,1.5813953488372092,42,2924,7.116279069767441
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Credit Card,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,26-35,5.142857142857143,6,252,16.97142857142857
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Venmo,Express,Yes,Yes,31,Venmo,Fortnightly,26-35,1.96875,31,2016,6.496874999999999
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,31,Cash,Weekly,35-44,1.21875,31,1248,5.606249999999999
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,PayPal,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly,35-44,2.7857142857142856,27,2184,10.028571428571428
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,24,PayPal,Monthly,35-44,3.96,24,2475,19.008
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months,35-44,0.8611111111111112,35,1116,4.133333333333334
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually,61-70,2.0454545454545454,21,990,5.931818181818182
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Cash,Express,Yes,Yes,8,PayPal,Fortnightly,52-61,3.3333333333333335,8,270,9.333333333333334
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,52-61,0.8888888888888888,26,648,2.8444444444444446
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,26,PayPal,Annually,35-44,0.8148148148148148,26,594,3.1777777777777776
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Credit Card,Express,Yes,Yes,9,Cash,Bi-Weekly,52-61,6.3,9,630,27.09
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,26-35,0.8163265306122449,48,1960,2.2040816326530615
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly,61-70,0.5882352941176471,33,680,2.9411764705882355
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Cash,Store Pickup,Yes,Yes,31,PayPal,Quarterly,26-35,0.625,31,640,2.3125
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,Debit Card,Weekly,35-44,4.444444444444445,17,1440,17.333333333333332
511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,22,Venmo,Annually,18-26,3.782608695652174,22,2001,14.752173913043478
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,8,PayPal,Annually,52-61,5.111111111111111,8,414,15.844444444444443
513,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly,18-26,16.333333333333332,2,147,53.89999999999999
514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,45,Venmo,Annually,18-26,1.4130434782608696,45,2990,5.086956521739131
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Debit Card,Standard,Yes,Yes,47,PayPal,Quarterly,61-70,1.2916666666666667,47,2976,5.554166666666667
