Customer ID,Age,Item Purchased,Purchase Amount (USD),Size,Color,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Age Group,Average Purchase Amount,Recency,Total Spending,Value Score,Gender_Female,Gender_Male,Category_Accessories,Category_Clothing,Category_Footwear,Category_Outerwear,Location_Alabama,Location_Alaska,Location_Arizona,Location_Arkansas,Location_California,Location_Colorado,Location_Connecticut,Location_Delaware,Location_Florida,Location_Georgia,Location_Hawaii,Location_Idaho,Location_Illinois,Location_Indiana,Location_Iowa,Location_Kansas,Location_Kentucky,Location_Louisiana,Location_Maine,Location_Maryland,Location_Massachusetts,Location_Michigan,Location_Minnesota,Location_Mississippi,Location_Missouri,Location_Montana,Location_Nebraska,Location_Nevada,Location_New Hampshire,Location_New Jersey,Location_New Mexico,Location_New York,Location_North Carolina,Location_North Dakota,Location_Ohio,Location_Oklahoma,Location_Oregon,Location_Pennsylvania,Location_Rhode Island,Location_South Carolina,Location_South Dakota,Location_Tennessee,Location_Texas,Location_Utah,Location_Vermont,Location_Virginia,Location_Washington,Location_West Virginia,Location_Wisconsin,Location_Wyoming,Season_Fall,Season_Spring,Season_Summer,Season_Winter,Payment Method_Bank Transfer,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Debit Card,Payment Method_PayPal,Payment Method_Venmo,Shipping Type_2-Day Shipping,Shipping Type_Express,Shipping Type_Free Shipping,Shipping Type_Next Day Air,Shipping Type_Standard,Shipping Type_Store Pickup,Frequency of Purchases_Encoded
250,53,Handbag,47,S,Teal,4.2,Yes,Yes,Yes,18,Credit Card,Annually,52-61,2.473684210526316,18,893,10.389473684210527,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
251,33,Skirt,25,L,Black,4.0,Yes,Yes,Yes,9,Bank Transfer,Weekly,26-35,2.5,9,250,10.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6
252,21,Handbag,51,XL,Gold,2.5,Yes,Yes,Yes,34,PayPal,Annually,18-26,1.457142857142857,34,1785,3.642857142857143,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
253,32,Shorts,41,M,Violet,3.9,Yes,Yes,Yes,33,Venmo,Fortnightly,26-35,1.2058823529411764,33,1394,4.7029411764705875,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3
254,52,Boots,73,L,Cyan,4.9,Yes,Yes,Yes,15,Bank Transfer,Bi-Weekly,44-52,4.5625,15,1168,22.356250000000003,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1
255,67,Sunglasses,42,M,White,3.5,Yes,Yes,Yes,4,PayPal,Bi-Weekly,61-70,8.4,4,210,29.400000000000002,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1
256,43,Scarf,20,M,Charcoal,4.2,Yes,Yes,Yes,25,Debit Card,Annually,35-44,0.7692307692307693,25,520,3.2307692307692313,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
257,58,Jewelry,30,XL,Violet,4.7,Yes,Yes,Yes,20,Credit Card,Every 3 Months,52-61,1.4285714285714286,20,630,6.714285714285714,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2
258,20,Handbag,53,M,Red,4.5,Yes,Yes,Yes,5,Credit Card,Quarterly,18-26,8.833333333333334,5,318,39.75,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,5
259,61,Gloves,74,S,Lavender,2.8,Yes,Yes,Yes,16,Cash,Quarterly,52-61,4.352941176470588,16,1258,12.188235294117645,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,5
260,32,Jeans,57,M,Gold,2.9,Yes,Yes,Yes,13,Debit Card,Annually,26-35,4.071428571428571,13,798,11.807142857142855,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
261,38,Hat,57,S,Red,3.2,Yes,Yes,Yes,11,Credit Card,Every 3 Months,35-44,4.75,11,684,15.200000000000001,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,2
262,21,Jeans,77,L,Magenta,4.9,Yes,Yes,Yes,21,Credit Card,Annually,18-26,3.5,21,1694,17.150000000000002,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0
263,37,Pants,40,M,Teal,3.7,Yes,Yes,Yes,6,Debit Card,Annually,35-44,5.714285714285714,6,280,21.142857142857146,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0
264,27,Shorts,46,M,Purple,4.3,Yes,Yes,Yes,29,Venmo,Monthly,26-35,1.5333333333333334,29,1380,6.593333333333334,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,4
265,36,Pants,78,S,Charcoal,3.9,Yes,Yes,Yes,15,Cash,Annually,35-44,4.875,15,1248,19.0125,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
266,32,Backpack,59,M,Gray,3.2,Yes,Yes,Yes,17,Bank Transfer,Bi-Weekly,26-35,3.2777777777777777,17,1062,10.488888888888889,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1
267,51,Jewelry,75,L,White,3.1,Yes,Yes,Yes,32,Credit Card,Weekly,44-52,2.272727272727273,32,2475,7.045454545454546,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,6
268,64,Sweater,54,M,Olive,3.9,Yes,Yes,Yes,42,Venmo,Annually,61-70,1.255813953488372,42,2322,4.897674418604651,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0
269,68,Shoes,42,M,Charcoal,2.6,Yes,Yes,Yes,21,Cash,Monthly,61-70,1.9090909090909092,21,924,4.963636363636364,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4
270,68,Blouse,44,M,Charcoal,3.3,Yes,Yes,Yes,9,Cash,Bi-Weekly,61-70,4.4,9,440,14.52,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
271,33,Jeans,52,XL,Orange,4.6,Yes,Yes,Yes,16,Bank Transfer,Annually,26-35,3.0588235294117645,16,884,14.070588235294116,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
272,65,Sunglasses,69,XL,Yellow,4.6,Yes,Yes,Yes,42,Credit Card,Fortnightly,61-70,1.6046511627906976,42,2967,7.381395348837208,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,3
273,48,Jewelry,26,M,Beige,4.4,Yes,Yes,Yes,37,Debit Card,Bi-Weekly,44-52,0.6842105263157895,37,988,3.010526315789474,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1
274,69,Coat,33,S,Silver,4.2,Yes,Yes,Yes,32,Debit Card,Quarterly,61-70,1.0,32,1089,4.2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,5
275,59,Jewelry,32,M,Indigo,3.0,Yes,Yes,Yes,28,Cash,Bi-Weekly,52-61,1.103448275862069,28,928,3.310344827586207,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
276,48,Backpack,85,XL,Lavender,4.0,Yes,Yes,Yes,13,Credit Card,Weekly,44-52,6.071428571428571,13,1190,24.285714285714285,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,6
277,25,Skirt,30,XL,Turquoise,3.5,Yes,Yes,Yes,11,Bank Transfer,Fortnightly,18-26,2.5,11,360,8.75,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3
278,29,Shirt,29,M,Green,3.0,Yes,Yes,Yes,36,Bank Transfer,Bi-Weekly,26-35,0.7837837837837838,36,1073,2.3513513513513513,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1
279,57,Sweater,95,M,Orange,3.7,Yes,Yes,Yes,23,Debit Card,Annually,52-61,3.9583333333333335,23,2280,14.645833333333334,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
280,23,Sneakers,69,L,Turquoise,4.0,Yes,Yes,Yes,37,Bank Transfer,Monthly,18-26,1.8157894736842106,37,2622,7.2631578947368425,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,4
281,45,Sandals,69,S,Cyan,4.2,Yes,Yes,Yes,21,Cash,Bi-Weekly,44-52,3.1363636363636362,21,1518,13.172727272727272,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1
282,38,Belt,61,XL,Charcoal,2.5,Yes,Yes,Yes,22,Debit Card,Bi-Weekly,35-44,2.652173913043478,22,1403,6.630434782608695,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
283,21,Skirt,94,M,Teal,3.0,Yes,Yes,Yes,9,Cash,Monthly,18-26,9.4,9,940,28.200000000000003,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,4
284,32,Sweater,30,S,Maroon,3.2,Yes,Yes,Yes,16,Venmo,Annually,26-35,1.7647058823529411,16,510,5.647058823529412,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
285,63,Skirt,45,M,Red,3.5,Yes,Yes,Yes,4,PayPal,Quarterly,61-70,9.0,4,225,31.5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,5
286,29,Handbag,39,XL,Yellow,4.8,Yes,Yes,Yes,3,Debit Card,Bi-Weekly,26-35,9.75,3,156,46.8,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1
287,27,Jewelry,51,L,Gray,2.6,Yes,Yes,Yes,6,Debit Card,Annually,26-35,7.285714285714286,6,357,18.942857142857143,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0
288,56,Scarf,37,L,Blue,3.4,Yes,Yes,Yes,18,Venmo,Fortnightly,52-61,1.9473684210526316,18,703,6.621052631578947,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3
289,30,T-shirt,62,M,Lavender,3.7,Yes,Yes,Yes,34,Venmo,Bi-Weekly,26-35,1.7714285714285714,34,2170,6.554285714285714,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1
290,49,Coat,85,M,Yellow,4.5,Yes,Yes,Yes,26,Credit Card,Monthly,44-52,3.1481481481481484,26,2295,14.166666666666668,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,4
291,58,T-shirt,33,M,Indigo,3.7,Yes,Yes,Yes,50,PayPal,Weekly,52-61,0.6470588235294118,50,1683,2.394117647058824,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6
292,57,Dress,26,XL,Violet,3.3,Yes,Yes,Yes,40,Bank Transfer,Monthly,52-61,0.6341463414634146,40,1066,2.0926829268292684,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4
293,60,Shoes,99,M,Green,4.7,Yes,Yes,Yes,24,Cash,Quarterly,52-61,3.96,24,2475,18.612000000000002,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,5
294,69,Handbag,39,M,White,2.7,Yes,Yes,Yes,33,PayPal,Annually,61-70,1.1470588235294117,33,1326,3.097058823529412,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
295,70,Skirt,20,M,Gold,4.6,Yes,Yes,Yes,19,Credit Card,Every 3 Months,61-70,1.0,19,400,4.6,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
296,53,Sunglasses,42,M,Indigo,2.7,Yes,Yes,Yes,24,Credit Card,Quarterly,52-61,1.68,24,1050,4.5360000000000005,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,5
297,25,Sandals,74,S,Lavender,4.8,Yes,Yes,Yes,19,Credit Card,Weekly,18-26,3.7,19,1480,17.76,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,6
298,48,Shoes,26,XL,Purple,4.4,Yes,Yes,Yes,4,Credit Card,Bi-Weekly,44-52,5.2,4,130,22.880000000000003,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
299,69,T-shirt,53,M,Lavender,4.0,Yes,Yes,Yes,11,Venmo,Every 3 Months,61-70,4.416666666666667,11,636,17.666666666666668,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2
300,25,Sneakers,80,M,Maroon,3.2,Yes,Yes,Yes,28,PayPal,Fortnightly,18-26,2.7586206896551726,28,2320,8.827586206896553,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,3
301,29,Hat,98,M,Teal,4.4,Yes,Yes,Yes,24,PayPal,Weekly,26-35,3.92,24,2450,17.248,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,6
302,46,Skirt,95,M,Green,3.8,Yes,Yes,Yes,25,Credit Card,Every 3 Months,44-52,3.6538461538461537,25,2470,13.884615384615383,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
303,37,Sweater,44,L,Olive,3.6,Yes,Yes,Yes,27,Bank Transfer,Every 3 Months,35-44,1.5714285714285714,27,1232,5.6571428571428575,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2
304,20,Sandals,60,M,Turquoise,3.3,Yes,Yes,Yes,49,Venmo,Weekly,18-26,1.2,49,3000,3.9599999999999995,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,6
305,40,Dress,84,M,Green,3.4,Yes,Yes,Yes,45,Credit Card,Bi-Weekly,35-44,1.826086956521739,45,3864,6.208695652173913,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1
306,60,Sweater,59,M,Teal,3.5,Yes,Yes,Yes,26,PayPal,Annually,52-61,2.185185185185185,26,1593,7.648148148148148,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
307,26,Jacket,49,S,White,3.6,Yes,Yes,Yes,4,Cash,Annually,18-26,9.8,4,245,35.28,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0
308,29,Gloves,32,M,Orange,3.2,Yes,Yes,Yes,3,Credit Card,Every 3 Months,26-35,8.0,3,128,25.6,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,2
309,66,Handbag,29,M,Beige,3.7,Yes,Yes,Yes,45,Venmo,Bi-Weekly,61-70,0.6304347826086957,45,1334,2.332608695652174,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
310,66,Dress,22,M,Yellow,4.5,Yes,Yes,Yes,21,Cash,Fortnightly,61-70,1.0,21,484,4.5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3
